time,l speed,r speed,l error,l effort,r error,r effort
5371,448.5733,505.4348,-348.5733,-18.80212,-405.4348,-20.22518
5422,461.2092,499.1168,-361.2092,-18.99897,-399.1168,-20.42241
5474,452.3398,508.1077,-352.3398,-19.17332,-408.1077,-20.64361
5525,442.2554,492.7989,-342.2554,-19.33778,-392.7989,-20.82863
5576,448.5733,486.481,-348.5733,-19.52188,-386.481,-21.01942
5627,454.8913,499.1168,-354.8913,-19.70919,-399.1168,-21.2356
5678,435.9374,499.1168,-335.9374,-19.86156,-399.1168,-21.43915
5729,454.8913,499.1168,-354.8913,-20.06151,-399.1168,-21.6427
5780,448.5733,486.481,-348.5733,-20.23297,-386.481,-21.82717
5832,452.3398,495.7148,-352.3398,-20.41995,-395.7148,-22.04218
5883,454.8913,480.163,-354.8913,-20.60349,-380.163,-22.22051
5934,461.2092,480.163,-361.2092,-20.79403,-380.163,-22.41439
5985,473.8451,461.2092,-373.8451,-20.99733,-361.2092,-22.57966
6036,480.163,473.8451,-380.163,-21.19753,-373.8451,-22.78296
6087,473.8451,467.5271,-373.8451,-21.38187,-367.5271,-22.96408
6138,473.8451,461.2092,-373.8451,-21.57253,-361.2092,-23.14197
6190,483.322,458.5362,-383.322,-21.78134,-358.5362,-23.32574
6241,467.5271,480.163,-367.5271,-21.95298,-380.163,-23.54125
6292,461.2092,473.8451,-361.2092,-22.13088,-373.8451,-23.72559
6343,454.8913,473.8451,-354.8913,-22.30556,-373.8451,-23.91626
6394,467.5271,467.5271,-367.5271,-22.50563,-367.5271,-24.09738
6445,461.2092,473.8451,-361.2092,-22.68353,-373.8451,-24.29435
6496,454.8913,467.5271,-354.8913,-22.85821,-367.5271,-24.47548
6548,470.9291,464.7327,-370.9291,-23.06713,-364.7327,-24.66234
6599,448.5733,454.8913,-348.5733,-23.22255,-354.8913,-24.83349
6650,461.2092,473.8451,-361.2092,-23.4194,-373.8451,-25.04311
6701,442.2554,467.5271,-342.2554,-23.57499,-367.5271,-25.22423
6752,454.8913,467.5271,-354.8913,-23.76862,-367.5271,-25.41167
6803,454.8913,461.2092,-354.8913,-23.94962,-361.2092,-25.58957
6854,461.2092,467.5271,-361.2092,-24.14015,-367.5271,-25.78333
6906,464.7327,470.9291,-364.7327,-24.33334,-370.9291,-25.97961
6957,454.8913,454.8913,-354.8913,-24.50449,-354.8913,-26.14457
7008,461.2092,461.2092,-361.2092,-24.69502,-361.2092,-26.3351
7059,461.2092,461.2092,-361.2092,-24.87924,-361.2092,-26.51932
7110,467.5271,461.2092,-367.5271,-25.073,-361.2092,-26.70353
7161,454.8913,461.2092,-354.8913,-25.24135,-361.2092,-26.88775
7212,461.2092,454.8913,-361.2092,-25.43189,-354.8913,-27.06242
7264,464.7327,458.5362,-364.7327,-25.62507,-358.5362,-27.25251
7315,454.8913,448.5733,-354.8913,-25.79622,-348.5733,-27.42032
7366,442.2554,467.5271,-342.2554,-25.95814,-367.5271,-27.62671
7417,448.5733,467.5271,-348.5733,-26.14223,-367.5271,-27.81415
7468,442.2554,473.8451,-342.2554,-26.31046,-373.8451,-28.01113
7519,442.2554,480.163,-342.2554,-26.48501,-380.163,-28.21133
7570,448.5733,480.163,-348.5733,-26.66911,-380.163,-28.40522
7622,446.1433,477.1255,-346.1433,-26.84667,-377.1255,-28.59828
7673,435.9374,486.481,-335.9374,-27.00779,-386.481,-28.80474
7724,435.9374,486.481,-335.9374,-27.17912,-386.481,-29.00185
7775,435.9374,480.163,-335.9374,-27.35045,-380.163,-29.18941
7826,435.9374,486.481,-335.9374,-27.52178,-386.481,-29.39284
7877,442.2554,486.481,-342.2554,-27.70264,-386.481,-29.58994
7928,454.8913,480.163,-354.8913,-27.89627,-380.163,-29.77751
7980,452.3398,483.322,-352.3398,-28.07694,-383.322,-29.98
8031,448.5733,467.5271,-348.5733,-28.25095,-367.5271,-30.15164
8082,461.2092,473.8451,-361.2092,-28.4478,-373.8451,-30.34862
8133,467.5271,461.2092,-367.5271,-28.64156,-361.2092,-30.5202
8184,454.8913,454.8913,-354.8913,-28.80992,-354.8913,-30.69488
8235,461.2092,454.8913,-361.2092,-29.00045,-354.8913,-30.87587
8286,461.2092,454.8913,-361.2092,-29.18467,-354.8913,-31.05686
8338,464.7327,464.7327,-364.7327,-29.37785,-364.7327,-31.25636
8389,448.5733,454.8913,-348.5733,-29.53946,-354.8913,-31.42752
8440,442.2554,461.2092,-342.2554,-29.7077,-361.2092,-31.61805
8491,448.5733,467.5271,-348.5733,-29.89179,-367.5271,-31.81181
8542,454.8913,467.5271,-354.8913,-30.0791,-367.5271,-31.99925
8593,442.2554,473.8451,-342.2554,-30.24101,-373.8451,-32.19623
8644,442.2554,473.8451,-342.2554,-30.41556,-373.8451,-32.38689
8696,452.3398,483.322,-352.3398,-30.60887,-383.322,-32.5957
8747,448.5733,473.8451,-348.5733,-30.78288,-373.8451,-32.77688
8798,448.5733,467.5271,-348.5733,-30.96065,-367.5271,-32.958
8849,448.5733,480.163,-348.5733,-31.13842,-380.163,-33.16452
8900,442.2554,473.8451,-342.2554,-31.30665,-373.8451,-33.34886
8951,435.9374,473.8451,-335.9374,-31.47166,-373.8451,-33.53952
9002,435.9374,461.2092,-335.9374,-31.64299,-361.2092,-33.71111
9054,439.9469,483.322,-339.9469,-31.82377,-383.322,-33.93255
9105,435.9374,461.2092,-335.9374,-31.99109,-361.2092,-34.09465
9156,448.5733,461.2092,-348.5733,-32.1815,-361.2092,-34.27887
9207,442.2554,454.8913,-342.2554,-32.34974,-354.8913,-34.45354
9258,448.5733,461.2092,-348.5733,-32.53382,-361.2092,-34.64408
9309,454.8913,454.8913,-354.8913,-32.72114,-354.8913,-34.81876
9360,454.8913,454.8913,-354.8913,-32.90213,-354.8913,-34.99975
9413,443.8051,449.8846,-343.8051,-33.07326,-349.8846,-35.18018
9464,416.9837,435.9374,-316.9837,-33.2081,-335.9374,-35.33756
9515,404.3478,429.6195,-304.3478,-33.35069,-329.6195,-35.49935
9566,410.6657,416.9837,-310.6657,-33.51544,-316.9837,-35.64837
9617,404.3478,379.076,-304.3478,-33.66434,-279.076,-35.7528
9668,372.7581,379.076,-272.7581,-33.77186,-279.076,-35.89513
9719,385.394,391.7119,-285.394,-33.93005,-291.7119,-36.05653
9771,408.9647,396.5718,-308.9647,-34.11428,-296.5718,-36.21561
9822,410.6657,410.6657,-310.6657,-34.27442,-310.6657,-36.38814
9873,410.6657,423.3016,-310.6657,-34.43286,-323.3016,-36.56566
9924,423.3016,423.3016,-323.3016,-34.61038,-323.3016,-36.73055
9975,416.9837,423.3016,-316.9837,-34.76572,-323.3016,-36.89543
