time,l speed,r speed,l error,l effort,r error,r effort
6072,505.4348,524.3885,-405.4348,-48.43068,-424.3885,-50.33706
6123,505.4348,518.0706,-405.4348,-48.84422,-418.0706,-50.74453
6174,505.4348,524.3885,-405.4348,-49.25776,-424.3885,-51.19637
6225,505.4348,524.3885,-405.4348,-49.67131,-424.3885,-51.62924
6276,505.4348,518.0706,-405.4348,-50.08485,-418.0706,-52.03672
6327,505.4348,518.0706,-405.4348,-50.4984,-418.0706,-52.46315
6378,499.1168,518.0706,-399.1168,-50.88654,-418.0706,-52.88958
6429,505.4348,524.3885,-405.4348,-51.31904,-424.3885,-53.34141
6480,505.4348,518.0706,-405.4348,-51.73259,-418.0706,-53.74888
6531,505.4348,524.3885,-405.4348,-52.14613,-424.3885,-54.20071
6582,505.4348,518.0706,-405.4348,-52.55968,-418.0706,-54.60819
6633,505.4348,524.3885,-405.4348,-52.97322,-424.3885,-55.06002
6684,505.4348,518.0706,-405.4348,-53.38677,-418.0706,-55.46749
6735,505.4348,524.3885,-405.4348,-53.80031,-424.3885,-55.91933
6786,505.4348,518.0706,-405.4348,-54.21386,-418.0706,-56.3268
6837,505.4348,518.0706,-405.4348,-54.6274,-418.0706,-56.75323
6888,505.4348,524.3885,-405.4348,-55.04095,-424.3885,-57.20507
6939,505.4348,518.0706,-405.4348,-55.45449,-418.0706,-57.61254
6990,505.4348,524.3885,-405.4348,-55.86804,-424.3885,-58.06437
7041,505.4348,518.0706,-405.4348,-56.28158,-418.0706,-58.47185
7092,499.1168,524.3885,-399.1168,-56.66973,-424.3885,-58.92368
7143,505.4348,518.0706,-405.4348,-57.10223,-418.0706,-59.33115
7194,505.4348,524.3885,-405.4348,-57.51577,-424.3885,-59.78299
7245,499.1168,518.0706,-399.1168,-57.90392,-418.0706,-60.19046
7296,505.4348,524.3885,-405.4348,-58.33641,-424.3885,-60.64229
7347,505.4348,524.3885,-405.4348,-58.74996,-424.3885,-61.07517
7398,505.4348,524.3885,-405.4348,-59.16351,-424.3885,-61.50804
7449,499.1168,518.0706,-399.1168,-59.55165,-418.0706,-61.91552
7500,505.4348,524.3885,-405.4348,-59.98415,-424.3885,-62.36735
7551,505.4348,518.0706,-405.4348,-60.39769,-418.0706,-62.77483
7602,505.4348,524.3885,-405.4348,-60.81124,-424.3885,-63.22666
7653,499.1168,524.3885,-399.1168,-61.19938,-424.3885,-63.65953
7704,511.7527,518.0706,-411.7527,-61.65728,-418.0706,-64.06701
7755,499.1168,524.3885,-399.1168,-62.02647,-424.3885,-64.51884
7806,505.4348,518.0706,-405.4348,-62.45897,-418.0706,-64.92632
7857,505.4348,524.3885,-405.4348,-62.87251,-424.3885,-65.37814
7908,505.4348,518.0706,-405.4348,-63.28606,-418.0706,-65.78562
7959,505.4348,524.3885,-405.4348,-63.6996,-424.3885,-66.23745
8010,505.4348,518.0706,-405.4348,-64.11314,-418.0706,-66.64493
8061,505.4348,524.3885,-405.4348,-64.5267,-424.3885,-67.09676
8112,505.4348,524.3885,-405.4348,-64.94024,-424.3885,-67.52963
8163,505.4348,524.3885,-405.4348,-65.35378,-424.3885,-67.96251
8214,505.4348,518.0706,-405.4348,-65.76733,-418.0706,-68.36999
8265,505.4348,524.3885,-405.4348,-66.18087,-424.3885,-68.82182
8316,505.4348,518.0706,-405.4348,-66.59441,-418.0706,-69.22929
8367,505.4348,524.3885,-405.4348,-67.00796,-424.3885,-69.68112
8418,505.4348,524.3885,-405.4348,-67.4215,-424.3885,-70.114
8469,505.4348,518.0706,-405.4348,-67.83505,-418.0706,-70.52148
8520,505.4348,524.3885,-405.4348,-68.2486,-424.3885,-70.9733
8571,505.4348,518.0706,-405.4348,-68.66214,-418.0706,-71.38078
8622,499.1168,524.3885,-399.1168,-69.05029,-424.3885,-71.83261
8673,505.4348,518.0706,-405.4348,-69.48278,-418.0706,-72.24009
8724,505.4348,524.3885,-405.4348,-69.89633,-424.3885,-72.69192
8775,505.4348,524.3885,-405.4348,-70.30988,-424.3885,-73.12479
8826,505.4348,524.3885,-405.4348,-70.72342,-424.3885,-73.55767
8881,503.8265,515.5435,-403.8265,-71.1628,-415.5435,-73.98824
8932,505.4348,524.3885,-405.4348,-71.58117,-424.3885,-74.44765
8983,505.4348,518.0706,-405.4348,-71.99472,-418.0706,-74.85513
9034,505.4348,524.3885,-405.4348,-72.40826,-424.3885,-75.30695
